OMA00001	5050.861	1683.620	3108	0.65
OMA00002	4698.026	1566.009	2524	0.82
OMA00006	4200.432	1400.144	2972	0.70
OMA00007	4713.691	1571.230	2311	0.74
OMA00009	4093.667	1364.556	2940	0.54
OMA00010	4516.224	1505.408	2926	0.72
OMA00011	3916.000	1305.333	2353	0.76
OMA00016	3839.038	1279.679	2183	0.92
OMA00018	3497.493	1165.831	2084	0.93
OMA00019	3455.607	1151.869	1783	0.95
OMA00020	3978.148	1326.049	2069	0.76
OMA00021	3105.787	1035.262	2592	0.62
OMA00023	4021.212	1340.404	3620	0.93
OMA00024	3307.600	1102.533	2092	0.64
OMA00025	5808.382	1936.127	4275	0.91
OMA00026	5011.746	1670.582	4418	0.68
OMA00027	3101.881	1033.960	1651	0.83
OMA00028	3792.943	1264.314	2041	0.75
OMA00029	3546.041	1182.014	2168	0.35
OMA00030	4447.981	1482.660	3011	0.55
OMA00031	2974.814	991.605	2569	0.41
OMA00032	2706.793	902.264	1683	0.93
OMA00033	2965.241	988.414	2154	0.86
OMA00034	3444.460	1148.153	1754	0.95
OMA00035	3029.087	1009.696	1651	0.81
OMA00036	3361.863	1120.621	1811	0.72
OMA00037	3479.700	1159.900	2495	0.54
OMA00039	2886.804	962.268	2585	0.64
OMA00040	3063.692	1021.231	2165	0.92
OMA00042	2903.456	967.819	1513	0.83
OMA00043	2541.618	847.206	1961	0.83
OMA00044	1993.210	664.403	1698	0.50
OMA00045	2464.878	821.626	1579	0.96
OMA00047	2444.553	814.851	1640	0.97
OMA00048	2762.452	920.817	2408	0.61
OMA00050	2150.956	716.985	1467	0.84
OMA00051	2843.023	947.674	1632	0.84
OMA00052	2620.931	873.644	1890	0.80
OMA00053	1881.850	627.283	1351	0.14
OMA00054	2389.488	796.496	1590	0.95
OMA00055	2528.369	842.790	1804	0.70
OMA00057	3153.733	1051.244	1792	0.74
OMA00059	1730.704	576.901	1597	0.47
OMA00060	2348.305	782.768	1848	0.79
OMA00063	2366.817	788.939	1527	0.72
OMA00064	2271.012	757.004	1462	0.92
OMA00065	2226.628	742.209	1509	0.45
OMA00066	2352.980	784.327	1479	0.68
OMA00068	2311.979	770.660	1989	0.59
OMA00071	2180.131	726.710	1517	0.88
OMA00073	2222.393	740.798	1802	0.69
OMA00074	2471.757	823.919	1404	0.93
OMA00076	2211.456	737.152	1628	0.66
OMA00077	2263.180	754.393	1336	0.84
OMA00079	1978.503	659.501	1572	0.62
OMA00080	2241.045	747.015	1168	0.89
OMA00086	2220.857	740.286	1242	0.74
OMA00087	2104.289	701.430	1645	0.78
OMA00088	2271.912	757.304	1463	0.64
OMA00090	5196.405	1732.135	3707	0.88
OMA00091	2214.967	738.322	1161	0.86
OMA00094	2115.167	705.056	1350	0.95
OMA00095	2308.975	769.658	1399	0.95
OMA00096	2393.575	797.858	1371	0.97
OMA00098	2463.978	821.326	1708	0.69
OMA00100	1994.238	664.746	1757	1.00
OMA00103	1875.086	625.029	1058	0.80
OMA00104	2163.221	721.074	1125	0.89
OMA00105	2365.032	788.344	2131	0.88
OMA00106	3139.129	1046.376	2581	0.55
OMA00107	1957.074	652.358	1499	0.68
OMA00108	1791.696	597.232	1481	0.62
OMA00109	1933.488	644.496	1108	0.89
OMA00110	2182.650	727.550	1964	0.66
OMA00111	2362.909	787.636	1312	0.95
OMA00112	2117.446	705.815	1290	0.74
OMA00113	2191.200	730.400	1109	0.83
OMA00114	1694.495	564.832	1031	0.35
OMA00115	2078.807	692.936	1743	0.89
OMA00116	2375.285	791.762	1537	0.95
OMA00117	1692.023	564.008	1502	0.88
OMA00118	1970.239	656.746	1675	0.45
OMA00119	1923.304	641.101	1319	0.64
OMA00121	2108.558	702.853	1308	0.85
OMA00122	1881.800	627.267	1065	0.84
OMA00123	2424.817	808.272	1917	0.51
OMA00124	1734.250	578.083	1182	0.64
OMA00125	2035.444	678.481	1377	0.84
OMA00126	2129.960	709.987	1509	0.72
OMA00127	2116.827	705.609	1421	0.68
OMA00129	2235.250	745.083	1300	0.93
OMA00130	1762.900	587.633	1117	0.84
OMA00131	1884.383	628.128	1052	0.72
OMA00132	2600.880	866.960	2064	0.45
OMA00135	2319.457	773.152	1383	0.87
OMA00136	2034.412	678.137	1121	0.98
OMA00137	2482.589	827.530	1287	0.70
OMA00138	1944.106	648.035	1105	0.91
OMA00139	3631.685	1210.562	2171	0.49
OMA00143	2601.633	867.211	1488	0.92
OMA00144	1933.493	644.498	1431	0.54
OMA00145	2143.083	714.361	1219	0.97
OMA00146	2023.908	674.636	1178	0.98
OMA00147	1927.775	642.592	1485	0.97
OMA00148	1848.526	616.175	1583	0.45
OMA00149	1900.478	633.493	1079	0.98
OMA00150	1828.689	609.563	1160	0.97
OMA00151	2046.100	682.033	1185	0.83
OMA00154	1555.371	518.457	1293	0.65
OMA00156	1637.891	545.964	1056	0.92
OMA00157	2100.325	700.108	1101	0.93
OMA00163	1728.916	576.305	1584	0.59
OMA00164	1933.050	644.350	1828	0.44
OMA00165	1806.849	602.283	1281	0.72
OMA00166	1918.646	639.549	1679	0.59
OMA00167	2263.579	754.526	1646	0.64
OMA00169	1884.742	628.247	1224	0.96
OMA00170	1650.188	550.062	1129	0.78
OMA00171	2359.736	786.579	1701	0.83
OMA00176	1598.036	532.679	882	0.86
OMA00178	1445.052	481.684	967	0.69
OMA00179	1613.204	537.735	1072	0.75
OMA00181	1688.842	562.947	1012	0.95
OMA00182	2053.614	684.538	1507	0.75
OMA00183	1524.797	508.266	1380	0.52
OMA00184	1700.916	566.972	1279	1.00
OMA00185	2186.086	728.695	1477	0.97
OMA00188	1851.040	617.013	1028	0.76
OMA00189	2118.153	706.051	1593	0.87
OMA00190	1855.331	618.444	1134	0.97
OMA00193	2523.717	841.239	1443	0.85
OMA00196	2032.414	677.471	1151	0.97
OMA00197	1958.364	652.788	1272	0.95
OMA00198	1914.666	638.222	1123	0.97
OMA00199	1795.377	598.459	976	0.83
OMA00200	1969.994	656.665	1558	0.75
OMA00203	1356.276	452.092	991	0.66
OMA00204	1696.618	565.539	1072	0.98
OMA00205	1657.315	552.438	984	0.66
OMA00206	2140.978	713.659	1832	0.80
OMA00207	2236.800	745.600	1341	0.95
OMA00208	1843.943	614.648	1504	0.74
OMA00209	2537.433	845.811	1364	0.95
OMA00211	1576.917	525.639	1445	0.61
OMA00212	2028.406	676.135	1363	0.74
OMA00213	1866.548	622.183	1059	0.84
OMA00214	1868.314	622.771	1024	0.95
OMA00215	1704.574	568.191	1050	0.74
OMA00217	1739.662	579.888	944	0.98
OMA00218	1688.103	562.701	1172	0.13
OMA00220	1859.356	619.785	1185	0.93
OMA00221	2454.032	818.011	1575	0.91
OMA00222	1493.227	497.742	1243	0.57
OMA00223	2674.510	891.503	1455	0.95
OMA00224	2095.229	698.410	1444	0.99
OMA00225	1206.776	402.259	1124	0.55
OMA00226	2227.588	742.529	1338	0.95
OMA00228	1370.358	456.786	1165	0.53
OMA00229	1872.057	624.019	941	0.97
OMA00230	1454.615	484.872	1031	0.71
OMA00231	1624.157	541.386	952	0.72
OMA00232	1590.629	530.210	1143	0.11
OMA00233	1735.426	578.475	1356	0.74
OMA00234	2228.710	742.903	1970	0.26
OMA00236	1922.300	640.767	1284	0.61
OMA00237	1549.128	516.376	1096	0.67
OMA00238	1599.317	533.106	1191	0.70
OMA00239	1533.422	511.141	995	0.95
OMA00241	1827.604	609.201	1017	0.55
OMA00242	2494.600	831.533	1427	0.95
OMA00243	1736.052	578.684	1075	0.98
OMA00244	1532.404	510.801	1161	0.88
OMA00245	1953.456	651.152	1444	0.95
OMA00247	1567.552	522.517	1487	1.00
OMA00250	1965.652	655.217	1506	0.56
OMA00254	1651.238	550.413	958	0.97
OMA00255	1344.769	448.256	1016	0.75
OMA00256	1771.046	590.349	989	0.90
OMA00258	1811.031	603.677	1361	0.83
OMA00259	1598.829	532.943	936	0.73
OMA00261	1533.735	511.245	922	1.00
OMA00263	1604.585	534.862	989	0.69
OMA00264	1490.074	496.691	1229	0.46
OMA00266	1790.768	596.923	996	0.92
OMA00267	1733.186	577.729	1218	1.00
OMA00268	1673.754	557.918	956	0.92
OMA00269	1371.442	457.147	904	0.92
OMA00270	1729.574	576.525	1171	0.88
OMA00271	1665.584	555.195	1601	0.45
OMA00272	1471.912	490.637	1358	0.72
OMA00273	1464.867	488.289	908	0.50
OMA00274	1854.333	618.111	1134	0.72
OMA00275	1858.427	619.476	1293	0.74
OMA00277	1632.408	544.136	944	0.73
OMA00280	1652.007	550.669	962	0.84
OMA00282	1484.367	494.789	1064	0.53
